"trial_type","trial_index","time_elapsed","internal_node_id","subject_id","study_id","session_id","rt","url","response","question_order","view_history","success","timeout","failed_images","failed_audio","failed_video","stimulus","block","trial_number","state","choice","rewarded","state1_action","state2_visited","state1_key","state2_key","state1_rt","state2_rt","two_arm_score","jar","bead","previous_bead","correct","highH_score","lowH_score","total_bonus"
"image-keyboard-response","217","122130","0.0-7.0-8.0-1.0-2.0","60520f7b38610f36b366a806","6359551218e5c682346227eb","0199jqbsahl2","null","","null","","","","","","","","./tasks/HMM-beads/Images/BlackBeadChoiceWrong.png","","","","","","","","","","","","","","","","","","",""
"image-keyboard-response","218","122285","0.0-7.0-8.0-1.0-0.1","60520f7b38610f36b366a806","6359551218e5c682346227eb","0199jqbsahl2","153","","f","","","","","","","","./tasks/HMM-beads/Images/NewTrialWC.png","lowH","1","","1","","","","","","","","","2","2","2","false","","",""
"image-keyboard-response","219","122594","0.0-7.0-8.0-1.0-1.1","60520f7b38610f36b366a806","6359551218e5c682346227eb","0199jqbsahl2","null","","null","","","","","","","","./tasks/HMM-beads/Images/BlackBeadChoice.png","","","","","","","","","","","","","","","","","","",""
"image-keyboard-response","220","123105","0.0-7.0-8.0-1.0-2.1","60520f7b38610f36b366a806","6359551218e5c682346227eb","0199jqbsahl2","null","","null","","","","","","","","./tasks/HMM-beads/Images/BlackBeadChoiceWrong.png","","","","","","","","","","","","","","","","","","",""
"image-keyboard-response","221","123122","0.0-7.0-8.0-1.0-0.2","60520f7b38610f36b366a806","6359551218e5c682346227eb","0199jqbsahl2","17","","f","","","","","","","","./tasks/HMM-beads/Images/NewTrialWC.png","lowH","2","","1","","","","","","","","","2","2","2","false","","",""
"image-keyboard-response","222","123432","0.0-7.0-8.0-1.0-1.2","60520f7b38610f36b366a806","6359551218e5c682346227eb","0199jqbsahl2","null","","null","","","","","","","","./tasks/HMM-beads/Images/BlackBeadChoice.png","","","","","","","","","","","","","","","","","","",""
"image-keyboard-response","223","123945","0.0-7.0-8.0-1.0-2.2","60520f7b38610f36b366a806","6359551218e5c682346227eb","0199jqbsahl2","null","","null","","","","","","","","./tasks/HMM-beads/Images/BlackBeadChoiceWrong.png","","","","","","","","","","","","","","","","","","",""
"image-keyboard-response","224","124002","0.0-7.0-8.0-1.0-0.3","60520f7b38610f36b366a806","6359551218e5c682346227eb","0199jqbsahl2","57","","f","","","","","","","","./tasks/HMM-beads/Images/NewTrialWC.png","lowH","3","","1","","","","","","","","","2","2","2","false","","",""
"image-keyboard-response","225","124317","0.0-7.0-8.0-1.0-1.3","60520f7b38610f36b366a806","6359551218e5c682346227eb","0199jqbsahl2","null","","null","","","","","","","","./tasks/HMM-beads/Images/BlackBeadChoice.png","","","","","","","","","","","","","","","","","","",""
"image-keyboard-response","226","124830","0.0-7.0-8.0-1.0-2.3","60520f7b38610f36b366a806","6359551218e5c682346227eb","0199jqbsahl2","null","","null","","","","","","","","./tasks/HMM-beads/Images/BlackBeadChoiceWrong.png","","","","","","","","","","","","","","","","","","",""
"image-keyboard-response","227","124978","0.0-7.0-8.0-1.0-0.4","60520f7b38610f36b366a806","6359551218e5c682346227eb","0199jqbsahl2","146","","f","","","","","","","","./tasks/HMM-beads/Images/NewTrialWC.png","lowH","4","","1","","","","","","","","","2","1","2","true","","",""
"image-keyboard-response","228","125294","0.0-7.0-8.0-1.0-1.4","60520f7b38610f36b366a806","6359551218e5c682346227eb","0199jqbsahl2","null","","null","","","","","","","","./tasks/HMM-beads/Images/BlackBeadChoice.png","","","","","","","","","","","","","","","","","","",""
"image-keyboard-response","229","125807","0.0-7.0-8.0-1.0-2.4","60520f7b38610f36b366a806","6359551218e5c682346227eb","0199jqbsahl2","null","","null","","","","","","","","./tasks/HMM-beads/Images/BlackBeadChoiceCorrect.png","","","","","","","","","","","","","","","","","","",""
"image-keyboard-response","230","125978","0.0-7.0-8.0-1.0-0.5","60520f7b38610f36b366a806","6359551218e5c682346227eb","0199jqbsahl2","172","","f","","","","","","","","./tasks/HMM-beads/Images/NewTrialBC.png","lowH","5","","1","","","","","","","","","2","2","1","false","","",""
"image-keyboard-response","231","126286","0.0-7.0-8.0-1.0-1.5","60520f7b38610f36b366a806","6359551218e5c682346227eb","0199jqbsahl2","null","","null","","","","","","","","./tasks/HMM-beads/Images/BlackBeadChoice.png","","","","","","","","","","","","","","","","","","",""
"image-keyboard-response","232","126795","0.0-7.0-8.0-1.0-2.5","60520f7b38610f36b366a806","6359551218e5c682346227eb","0199jqbsahl2","null","","null","","","","","","","","./tasks/HMM-beads/Images/BlackBeadChoiceWrong.png","","","","","","","","","","","","","","","","","","",""
"image-keyboard-response","233","126972","0.0-7.0-8.0-1.0-0.6","60520f7b38610f36b366a806","6359551218e5c682346227eb","0199jqbsahl2","175","","f","","","","","","","","./tasks/HMM-beads/Images/NewTrialWC.png","lowH","6","","1","","","","","","","","","2","2","2","false","","",""
"image-keyboard-response","234","127274","0.0-7.0-8.0-1.0-1.6","60520f7b38610f36b366a806","6359551218e5c682346227eb","0199jqbsahl2","null","","null","","","","","","","","./tasks/HMM-beads/Images/BlackBeadChoice.png","","","","","","","","","","","","","","","","","","",""
"image-keyboard-response","235","127784","0.0-7.0-8.0-1.0-2.6","60520f7b38610f36b366a806","6359551218e5c682346227eb","0199jqbsahl2","null","","null","","","","","","","","./tasks/HMM-beads/Images/BlackBeadChoiceWrong.png","","","","","","","","","","","","","","","","","","",""
"image-keyboard-response","236","127834","0.0-7.0-8.0-1.0-0.7","60520f7b38610f36b366a806","6359551218e5c682346227eb","0199jqbsahl2","50","","f","","","","","","","","./tasks/HMM-beads/Images/NewTrialWC.png","lowH","7","","1","","","","","","","","","2","2","2","false","","",""
"image-keyboard-response","237","128143","0.0-7.0-8.0-1.0-1.7","60520f7b38610f36b366a806","6359551218e5c682346227eb","0199jqbsahl2","null","","null","","","","","","","","./tasks/HMM-beads/Images/BlackBeadChoice.png","","","","","","","","","","","","","","","","","","",""
"image-keyboard-response","238","128658","0.0-7.0-8.0-1.0-2.7","60520f7b38610f36b366a806","6359551218e5c682346227eb","0199jqbsahl2","null","","null","","","","","","","","./tasks/HMM-beads/Images/BlackBeadChoiceWrong.png","","","","","","","","","","","","","","","","","","",""
"image-keyboard-response","239","131334","0.0-7.0-8.0-1.0-0.8","60520f7b38610f36b366a806","6359551218e5c682346227eb","0199jqbsahl2","2677","","f","","","","","","","","./tasks/HMM-beads/Images/NewTrialWC.png","lowH","8","","1","","","","","","","","","2","2","2","false","","",""
"image-keyboard-response","240","131651","0.0-7.0-8.0-1.0-1.8","60520f7b38610f36b366a806","6359551218e5c682346227eb","0199jqbsahl2","null","","null","","","","","","","","./tasks/HMM-beads/Images/BlackBeadChoice.png","","","","","","","","","","","","","","","","","","",""
"image-keyboard-response","241","132163","0.0-7.0-8.0-1.0-2.8","60520f7b38610f36b366a806","6359551218e5c682346227eb","0199jqbsahl2","null","","null","","","","","","","","./tasks/HMM-beads/Images/BlackBeadChoiceWrong.png","","","","","","","","","","","","","","","","","","",""
"image-keyboard-response","242","139134","0.0-7.0-8.0-1.0-0.9","60520f7b38610f36b366a806","6359551218e5c682346227eb","0199jqbsahl2","6970","","f","","","","","","","","./tasks/HMM-beads/Images/NewTrialWC.png","lowH","9","","1","","","","","","","","","2","2","2","false","","",""
"image-keyboard-response","243","139442","0.0-7.0-8.0-1.0-1.9","60520f7b38610f36b366a806","6359551218e5c682346227eb","0199jqbsahl2","null","","null","","","","","","","","./tasks/HMM-beads/Images/BlackBeadChoice.png","","","","","","","","","","","","","","","","","","",""
"image-keyboard-response","244","139949","0.0-7.0-8.0-1.0-2.9","60520f7b38610f36b366a806","6359551218e5c682346227eb","0199jqbsahl2","null","","null","","","","","","","","./tasks/HMM-beads/Images/BlackBeadChoiceWrong.png","","","","","","","","","","","","","","","","","","",""
"image-keyboard-response","245","140047","0.0-7.0-8.0-1.0-0.10","60520f7b38610f36b366a806","6359551218e5c682346227eb","0199jqbsahl2","97","","f","","","","","","","","./tasks/HMM-beads/Images/NewTrialWC.png","lowH","10","","1","","","","","","","","","2","2","2","false","","",""
"image-keyboard-response","246","140354","0.0-7.0-8.0-1.0-1.10","60520f7b38610f36b366a806","6359551218e5c682346227eb","0199jqbsahl2","null","","null","","","","","","","","./tasks/HMM-beads/Images/BlackBeadChoice.png","","","","","","","","","","","","","","","","","","",""
"image-keyboard-response","247","140866","0.0-7.0-8.0-1.0-2.10","60520f7b38610f36b366a806","6359551218e5c682346227eb","0199jqbsahl2","null","","null","","","","","","","","./tasks/HMM-beads/Images/BlackBeadChoiceWrong.png","","","","","","","","","","","","","","","","","","",""
"image-keyboard-response","248","141184","0.0-7.0-8.0-1.0-0.11","60520f7b38610f36b366a806","6359551218e5c682346227eb","0199jqbsahl2","316","","f","","","","","","","","./tasks/HMM-beads/Images/NewTrialWC.png","lowH","11","","1","","","","","","","","","2","2","2","false","","",""
"image-keyboard-response","249","141499","0.0-7.0-8.0-1.0-1.11","60520f7b38610f36b366a806","6359551218e5c682346227eb","0199jqbsahl2","null","","null","","","","","","","","./tasks/HMM-beads/Images/BlackBeadChoice.png","","","","","","","","","","","","","","","","","","",""
"image-keyboard-response","250","142009","0.0-7.0-8.0-1.0-2.11","60520f7b38610f36b366a806","6359551218e5c682346227eb","0199jqbsahl2","null","","null","","","","","","","","./tasks/HMM-beads/Images/BlackBeadChoiceWrong.png","","","","","","","","","","","","","","","","","","",""
"html-keyboard-response","251","142774","0.0-7.0-8.0-2.0","60520f7b38610f36b366a806","6359551218e5c682346227eb","0199jqbsahl2","763",""," ","","","","","","","","","","","","","","","","","","","","","","","","","","1",""
"instructions","252","145056","0.0-7.0-9.0","60520f7b38610f36b366a806","6359551218e5c682346227eb","0199jqbsahl2","2282","","","","[{""page_index"":0,""viewing_time"":2282}]","","","","","","","","","","","","","","","","","","","","","","","","","0.4"
"instructions","253","150200","0.0-8.0","60520f7b38610f36b366a806","6359551218e5c682346227eb","0199jqbsahl2","5142","","","","[{""page_index"":0,""viewing_time"":947},{""page_index"":1,""viewing_time"":4195}]","","","","","","","","","","","","","","","","","","","","","","","","",""
