"trial_type","trial_index","time_elapsed","internal_node_id","subject_id","study_id","session_id","rt","url","response","question_order","view_history","success","timeout","failed_images","failed_audio","failed_video","stimulus","block","trial_number","jar","bead","previous_bead","choice","correct","highH_score","lowH_score","state","rewarded","state1_action","state2_visited","state1_key","state2_key","state1_rt","state2_rt","two_arm_score","total_bonus"
"image-keyboard-response","1003","1267213","0.0-4.0-6.0-1.0-1.308","5e4898bd88257233536a65b5","635ab8fc87ce89828e04cd4e","635abff82cd4b651c01af48d","null","","null","","","","","","","","./tasks/HMM-beads/Images/WhiteBeadChoice.png","","","","","","","","","","","","","","","","","","",""
"image-keyboard-response","1004","1267718","0.0-4.0-6.0-1.0-2.308","5e4898bd88257233536a65b5","635ab8fc87ce89828e04cd4e","635abff82cd4b651c01af48d","null","","null","","","","","","","","./tasks/HMM-beads/Images/WhiteBeadChoiceWrong.png","","","","","","","","","","","","","","","","","","",""
"image-keyboard-response","1005","1268925","0.0-4.0-6.0-1.0-0.309","5e4898bd88257233536a65b5","635ab8fc87ce89828e04cd4e","635abff82cd4b651c01af48d","1203","","f","","","","","","","","./tasks/HMM-beads/Images/NewTrialBC.png","highH","309","2","2","1","1","false","","","","","","","","","","","",""
"image-keyboard-response","1006","1269229","0.0-4.0-6.0-1.0-1.309","5e4898bd88257233536a65b5","635ab8fc87ce89828e04cd4e","635abff82cd4b651c01af48d","null","","null","","","","","","","","./tasks/HMM-beads/Images/BlackBeadChoice.png","","","","","","","","","","","","","","","","","","",""
"image-keyboard-response","1007","1269734","0.0-4.0-6.0-1.0-2.309","5e4898bd88257233536a65b5","635ab8fc87ce89828e04cd4e","635abff82cd4b651c01af48d","null","","null","","","","","","","","./tasks/HMM-beads/Images/BlackBeadChoiceWrong.png","","","","","","","","","","","","","","","","","","",""
"image-keyboard-response","1008","1270944","0.0-4.0-6.0-1.0-0.310","5e4898bd88257233536a65b5","635ab8fc87ce89828e04cd4e","635abff82cd4b651c01af48d","1206","","j","","","","","","","","./tasks/HMM-beads/Images/NewTrialWC.png","highH","310","1","1","2","2","false","","","","","","","","","","","",""
"image-keyboard-response","1009","1271286","0.0-4.0-6.0-1.0-1.310","5e4898bd88257233536a65b5","635ab8fc87ce89828e04cd4e","635abff82cd4b651c01af48d","null","","null","","","","","","","","./tasks/HMM-beads/Images/WhiteBeadChoice.png","","","","","","","","","","","","","","","","","","",""
"image-keyboard-response","1010","1271792","0.0-4.0-6.0-1.0-2.310","5e4898bd88257233536a65b5","635ab8fc87ce89828e04cd4e","635abff82cd4b651c01af48d","null","","null","","","","","","","","./tasks/HMM-beads/Images/WhiteBeadChoiceWrong.png","","","","","","","","","","","","","","","","","","",""
"image-keyboard-response","1011","1271982","0.0-4.0-6.0-1.0-0.311","5e4898bd88257233536a65b5","635ab8fc87ce89828e04cd4e","635abff82cd4b651c01af48d","186","","j","","","","","","","","./tasks/HMM-beads/Images/NewTrialBC.png","highH","311","2","2","1","2","true","","","","","","","","","","","",""
"image-keyboard-response","1012","1272286","0.0-4.0-6.0-1.0-1.311","5e4898bd88257233536a65b5","635ab8fc87ce89828e04cd4e","635abff82cd4b651c01af48d","null","","null","","","","","","","","./tasks/HMM-beads/Images/WhiteBeadChoice.png","","","","","","","","","","","","","","","","","","",""
"image-keyboard-response","1013","1272791","0.0-4.0-6.0-1.0-2.311","5e4898bd88257233536a65b5","635ab8fc87ce89828e04cd4e","635abff82cd4b651c01af48d","null","","null","","","","","","","","./tasks/HMM-beads/Images/WhiteBeadChoiceCorrect.png","","","","","","","","","","","","","","","","","","",""
"image-keyboard-response","1014","1273245","0.0-4.0-6.0-1.0-0.312","5e4898bd88257233536a65b5","635ab8fc87ce89828e04cd4e","635abff82cd4b651c01af48d","450","","j","","","","","","","","./tasks/HMM-beads/Images/NewTrialWC.png","highH","312","1","1","2","2","false","","","","","","","","","","","",""
"image-keyboard-response","1015","1273549","0.0-4.0-6.0-1.0-1.312","5e4898bd88257233536a65b5","635ab8fc87ce89828e04cd4e","635abff82cd4b651c01af48d","null","","null","","","","","","","","./tasks/HMM-beads/Images/WhiteBeadChoice.png","","","","","","","","","","","","","","","","","","",""
"image-keyboard-response","1016","1274054","0.0-4.0-6.0-1.0-2.312","5e4898bd88257233536a65b5","635ab8fc87ce89828e04cd4e","635abff82cd4b651c01af48d","null","","null","","","","","","","","./tasks/HMM-beads/Images/WhiteBeadChoiceWrong.png","","","","","","","","","","","","","","","","","","",""
"image-keyboard-response","1017","1274478","0.0-4.0-6.0-1.0-0.313","5e4898bd88257233536a65b5","635ab8fc87ce89828e04cd4e","635abff82cd4b651c01af48d","420","","j","","","","","","","","./tasks/HMM-beads/Images/NewTrialBC.png","highH","313","2","1","1","2","false","","","","","","","","","","","",""
"image-keyboard-response","1018","1274783","0.0-4.0-6.0-1.0-1.313","5e4898bd88257233536a65b5","635ab8fc87ce89828e04cd4e","635abff82cd4b651c01af48d","null","","null","","","","","","","","./tasks/HMM-beads/Images/WhiteBeadChoice.png","","","","","","","","","","","","","","","","","","",""
"image-keyboard-response","1019","1275287","0.0-4.0-6.0-1.0-2.313","5e4898bd88257233536a65b5","635ab8fc87ce89828e04cd4e","635abff82cd4b651c01af48d","null","","null","","","","","","","","./tasks/HMM-beads/Images/WhiteBeadChoiceWrong.png","","","","","","","","","","","","","","","","","","",""
"image-keyboard-response","1020","1275341","0.0-4.0-6.0-1.0-0.314","5e4898bd88257233536a65b5","635ab8fc87ce89828e04cd4e","635abff82cd4b651c01af48d","50","","j","","","","","","","","./tasks/HMM-beads/Images/NewTrialBC.png","highH","314","1","2","1","2","true","","","","","","","","","","","",""
"image-keyboard-response","1021","1275646","0.0-4.0-6.0-1.0-1.314","5e4898bd88257233536a65b5","635ab8fc87ce89828e04cd4e","635abff82cd4b651c01af48d","null","","null","","","","","","","","./tasks/HMM-beads/Images/WhiteBeadChoice.png","","","","","","","","","","","","","","","","","","",""
"image-keyboard-response","1022","1276151","0.0-4.0-6.0-1.0-2.314","5e4898bd88257233536a65b5","635ab8fc87ce89828e04cd4e","635abff82cd4b651c01af48d","null","","null","","","","","","","","./tasks/HMM-beads/Images/WhiteBeadChoiceCorrect.png","","","","","","","","","","","","","","","","","","",""
"image-keyboard-response","1023","1276974","0.0-4.0-6.0-1.0-0.315","5e4898bd88257233536a65b5","635ab8fc87ce89828e04cd4e","635abff82cd4b651c01af48d","819","","f","","","","","","","","./tasks/HMM-beads/Images/NewTrialWC.png","highH","315","2","2","2","1","false","","","","","","","","","","","",""
"image-keyboard-response","1024","1277279","0.0-4.0-6.0-1.0-1.315","5e4898bd88257233536a65b5","635ab8fc87ce89828e04cd4e","635abff82cd4b651c01af48d","null","","null","","","","","","","","./tasks/HMM-beads/Images/BlackBeadChoice.png","","","","","","","","","","","","","","","","","","",""
"image-keyboard-response","1025","1277784","0.0-4.0-6.0-1.0-2.315","5e4898bd88257233536a65b5","635ab8fc87ce89828e04cd4e","635abff82cd4b651c01af48d","null","","null","","","","","","","","./tasks/HMM-beads/Images/BlackBeadChoiceWrong.png","","","","","","","","","","","","","","","","","","",""
"image-keyboard-response","1026","1278430","0.0-4.0-6.0-1.0-0.316","5e4898bd88257233536a65b5","635ab8fc87ce89828e04cd4e","635abff82cd4b651c01af48d","642","","f","","","","","","","","./tasks/HMM-beads/Images/NewTrialWC.png","highH","316","1","1","2","1","true","","","","","","","","","","","",""
"image-keyboard-response","1027","1278734","0.0-4.0-6.0-1.0-1.316","5e4898bd88257233536a65b5","635ab8fc87ce89828e04cd4e","635abff82cd4b651c01af48d","null","","null","","","","","","","","./tasks/HMM-beads/Images/BlackBeadChoice.png","","","","","","","","","","","","","","","","","","",""
"image-keyboard-response","1028","1279238","0.0-4.0-6.0-1.0-2.316","5e4898bd88257233536a65b5","635ab8fc87ce89828e04cd4e","635abff82cd4b651c01af48d","null","","null","","","","","","","","./tasks/HMM-beads/Images/BlackBeadChoiceCorrect.png","","","","","","","","","","","","","","","","","","",""
"image-keyboard-response","1029","1279790","0.0-4.0-6.0-1.0-0.317","5e4898bd88257233536a65b5","635ab8fc87ce89828e04cd4e","635abff82cd4b651c01af48d","547","","j","","","","","","","","./tasks/HMM-beads/Images/NewTrialBC.png","highH","317","2","2","1","2","true","","","","","","","","","","","",""
"image-keyboard-response","1030","1280094","0.0-4.0-6.0-1.0-1.317","5e4898bd88257233536a65b5","635ab8fc87ce89828e04cd4e","635abff82cd4b651c01af48d","null","","null","","","","","","","","./tasks/HMM-beads/Images/WhiteBeadChoice.png","","","","","","","","","","","","","","","","","","",""
"image-keyboard-response","1031","1280600","0.0-4.0-6.0-1.0-2.317","5e4898bd88257233536a65b5","635ab8fc87ce89828e04cd4e","635abff82cd4b651c01af48d","null","","null","","","","","","","","./tasks/HMM-beads/Images/WhiteBeadChoiceCorrect.png","","","","","","","","","","","","","","","","","","",""
"image-keyboard-response","1032","1281152","0.0-4.0-6.0-1.0-0.318","5e4898bd88257233536a65b5","635ab8fc87ce89828e04cd4e","635abff82cd4b651c01af48d","547","","f","","","","","","","","./tasks/HMM-beads/Images/NewTrialWC.png","highH","318","1","2","2","1","false","","","","","","","","","","","",""
"image-keyboard-response","1033","1281457","0.0-4.0-6.0-1.0-1.318","5e4898bd88257233536a65b5","635ab8fc87ce89828e04cd4e","635abff82cd4b651c01af48d","null","","null","","","","","","","","./tasks/HMM-beads/Images/BlackBeadChoice.png","","","","","","","","","","","","","","","","","","",""
"image-keyboard-response","1034","1281961","0.0-4.0-6.0-1.0-2.318","5e4898bd88257233536a65b5","635ab8fc87ce89828e04cd4e","635abff82cd4b651c01af48d","null","","null","","","","","","","","./tasks/HMM-beads/Images/BlackBeadChoiceWrong.png","","","","","","","","","","","","","","","","","","",""
"image-keyboard-response","1035","1282159","0.0-4.0-6.0-1.0-0.319","5e4898bd88257233536a65b5","635ab8fc87ce89828e04cd4e","635abff82cd4b651c01af48d","193","","j","","","","","","","","./tasks/HMM-beads/Images/NewTrialWC.png","highH","319","2","2","2","2","true","","","","","","","","","","","",""
"image-keyboard-response","1036","1282463","0.0-4.0-6.0-1.0-1.319","5e4898bd88257233536a65b5","635ab8fc87ce89828e04cd4e","635abff82cd4b651c01af48d","null","","null","","","","","","","","./tasks/HMM-beads/Images/WhiteBeadChoice.png","","","","","","","","","","","","","","","","","","",""
"image-keyboard-response","1037","1282968","0.0-4.0-6.0-1.0-2.319","5e4898bd88257233536a65b5","635ab8fc87ce89828e04cd4e","635abff82cd4b651c01af48d","null","","null","","","","","","","","./tasks/HMM-beads/Images/WhiteBeadChoiceCorrect.png","","","","","","","","","","","","","","","","","","",""
"image-keyboard-response","1038","1283806","0.0-4.0-6.0-1.0-0.320","5e4898bd88257233536a65b5","635ab8fc87ce89828e04cd4e","635abff82cd4b651c01af48d","834","","f","","","","","","","","./tasks/HMM-beads/Images/NewTrialWC.png","highH","320","1","1","2","1","true","","","","","","","","","","","",""
"image-keyboard-response","1039","1284110","0.0-4.0-6.0-1.0-1.320","5e4898bd88257233536a65b5","635ab8fc87ce89828e04cd4e","635abff82cd4b651c01af48d","null","","null","","","","","","","","./tasks/HMM-beads/Images/BlackBeadChoice.png","","","","","","","","","","","","","","","","","","",""
"image-keyboard-response","1040","1284615","0.0-4.0-6.0-1.0-2.320","5e4898bd88257233536a65b5","635ab8fc87ce89828e04cd4e","635abff82cd4b651c01af48d","null","","null","","","","","","","","./tasks/HMM-beads/Images/BlackBeadChoiceCorrect.png","","","","","","","","","","","","","","","","","","",""
"image-keyboard-response","1041","1308079","0.0-4.0-6.0-1.0-0.321","5e4898bd88257233536a65b5","635ab8fc87ce89828e04cd4e","635abff82cd4b651c01af48d","23460","","j","","","","","","","","./tasks/HMM-beads/Images/NewTrialBC.png","highH","321","2","1","1","2","false","","","","","","","","","","","",""
"image-keyboard-response","1042","1308383","0.0-4.0-6.0-1.0-1.321","5e4898bd88257233536a65b5","635ab8fc87ce89828e04cd4e","635abff82cd4b651c01af48d","null","","null","","","","","","","","./tasks/HMM-beads/Images/WhiteBeadChoice.png","","","","","","","","","","","","","","","","","","",""
"image-keyboard-response","1043","1308909","0.0-4.0-6.0-1.0-2.321","5e4898bd88257233536a65b5","635ab8fc87ce89828e04cd4e","635abff82cd4b651c01af48d","null","","null","","","","","","","","./tasks/HMM-beads/Images/WhiteBeadChoiceWrong.png","","","","","","","","","","","","","","","","","","",""
"image-keyboard-response","1044","1309134","0.0-4.0-6.0-1.0-0.322","5e4898bd88257233536a65b5","635ab8fc87ce89828e04cd4e","635abff82cd4b651c01af48d","220","","j","","","","","","","","./tasks/HMM-beads/Images/NewTrialBC.png","highH","322","1","1","1","2","false","","","","","","","","","","","",""
"image-keyboard-response","1045","1309438","0.0-4.0-6.0-1.0-1.322","5e4898bd88257233536a65b5","635ab8fc87ce89828e04cd4e","635abff82cd4b651c01af48d","null","","null","","","","","","","","./tasks/HMM-beads/Images/WhiteBeadChoice.png","","","","","","","","","","","","","","","","","","",""
"image-keyboard-response","1046","1309943","0.0-4.0-6.0-1.0-2.322","5e4898bd88257233536a65b5","635ab8fc87ce89828e04cd4e","635abff82cd4b651c01af48d","null","","null","","","","","","","","./tasks/HMM-beads/Images/WhiteBeadChoiceWrong.png","","","","","","","","","","","","","","","","","","",""
"image-keyboard-response","1047","1310302","0.0-4.0-6.0-1.0-0.323","5e4898bd88257233536a65b5","635ab8fc87ce89828e04cd4e","635abff82cd4b651c01af48d","355","","j","","","","","","","","./tasks/HMM-beads/Images/NewTrialBC.png","highH","323","2","2","1","2","true","","","","","","","","","","","",""
"image-keyboard-response","1048","1310606","0.0-4.0-6.0-1.0-1.323","5e4898bd88257233536a65b5","635ab8fc87ce89828e04cd4e","635abff82cd4b651c01af48d","null","","null","","","","","","","","./tasks/HMM-beads/Images/WhiteBeadChoice.png","","","","","","","","","","","","","","","","","","",""
"image-keyboard-response","1049","1311111","0.0-4.0-6.0-1.0-2.323","5e4898bd88257233536a65b5","635ab8fc87ce89828e04cd4e","635abff82cd4b651c01af48d","null","","null","","","","","","","","./tasks/HMM-beads/Images/WhiteBeadChoiceCorrect.png","","","","","","","","","","","","","","","","","","",""
"image-keyboard-response","1050","1311518","0.0-4.0-6.0-1.0-0.324","5e4898bd88257233536a65b5","635ab8fc87ce89828e04cd4e","635abff82cd4b651c01af48d","403","","j","","","","","","","","./tasks/HMM-beads/Images/NewTrialWC.png","highH","324","1","1","2","2","false","","","","","","","","","","","",""
"image-keyboard-response","1051","1311822","0.0-4.0-6.0-1.0-1.324","5e4898bd88257233536a65b5","635ab8fc87ce89828e04cd4e","635abff82cd4b651c01af48d","null","","null","","","","","","","","./tasks/HMM-beads/Images/WhiteBeadChoice.png","","","","","","","","","","","","","","","","","","",""
"image-keyboard-response","1052","1312327","0.0-4.0-6.0-1.0-2.324","5e4898bd88257233536a65b5","635ab8fc87ce89828e04cd4e","635abff82cd4b651c01af48d","null","","null","","","","","","","","./tasks/HMM-beads/Images/WhiteBeadChoiceWrong.png","","","","","","","","","","","","","","","","","","",""
"image-keyboard-response","1053","1312510","0.0-4.0-6.0-1.0-0.325","5e4898bd88257233536a65b5","635ab8fc87ce89828e04cd4e","635abff82cd4b651c01af48d","179","","j","","","","","","","","./tasks/HMM-beads/Images/NewTrialBC.png","highH","325","2","2","1","2","true","","","","","","","","","","","",""
"image-keyboard-response","1054","1312814","0.0-4.0-6.0-1.0-1.325","5e4898bd88257233536a65b5","635ab8fc87ce89828e04cd4e","635abff82cd4b651c01af48d","null","","null","","","","","","","","./tasks/HMM-beads/Images/WhiteBeadChoice.png","","","","","","","","","","","","","","","","","","",""
"image-keyboard-response","1055","1313319","0.0-4.0-6.0-1.0-2.325","5e4898bd88257233536a65b5","635ab8fc87ce89828e04cd4e","635abff82cd4b651c01af48d","null","","null","","","","","","","","./tasks/HMM-beads/Images/WhiteBeadChoiceCorrect.png","","","","","","","","","","","","","","","","","","",""
"image-keyboard-response","1056","1313366","0.0-4.0-6.0-1.0-0.326","5e4898bd88257233536a65b5","635ab8fc87ce89828e04cd4e","635abff82cd4b651c01af48d","1","","j","","","","","","","","./tasks/HMM-beads/Images/NewTrialWC.png","highH","326","1","1","2","2","false","","","","","","","","","","","",""
"image-keyboard-response","1057","1313671","0.0-4.0-6.0-1.0-1.326","5e4898bd88257233536a65b5","635ab8fc87ce89828e04cd4e","635abff82cd4b651c01af48d","null","","null","","","","","","","","./tasks/HMM-beads/Images/WhiteBeadChoice.png","","","","","","","","","","","","","","","","","","",""
"image-keyboard-response","1058","1314177","0.0-4.0-6.0-1.0-2.326","5e4898bd88257233536a65b5","635ab8fc87ce89828e04cd4e","635abff82cd4b651c01af48d","null","","null","","","","","","","","./tasks/HMM-beads/Images/WhiteBeadChoiceWrong.png","","","","","","","","","","","","","","","","","","",""
"image-keyboard-response","1059","1314366","0.0-4.0-6.0-1.0-0.327","5e4898bd88257233536a65b5","635ab8fc87ce89828e04cd4e","635abff82cd4b651c01af48d","185","","f","","","","","","","","./tasks/HMM-beads/Images/NewTrialBC.png","highH","327","2","2","1","1","false","","","","","","","","","","","",""
"image-keyboard-response","1060","1314671","0.0-4.0-6.0-1.0-1.327","5e4898bd88257233536a65b5","635ab8fc87ce89828e04cd4e","635abff82cd4b651c01af48d","null","","null","","","","","","","","./tasks/HMM-beads/Images/BlackBeadChoice.png","","","","","","","","","","","","","","","","","","",""
"image-keyboard-response","1061","1315175","0.0-4.0-6.0-1.0-2.327","5e4898bd88257233536a65b5","635ab8fc87ce89828e04cd4e","635abff82cd4b651c01af48d","null","","null","","","","","","","","./tasks/HMM-beads/Images/BlackBeadChoiceWrong.png","","","","","","","","","","","","","","","","","","",""
